CIDH920105.lag1,CIDH920105.lag2,CIDH920105.lag3,BHAR880101.lag1,BHAR880101.lag2,BHAR880101.lag3,CHAM820101.lag1,CHAM820101.lag2,CHAM820101.lag3,CHAM820102.lag1,CHAM820102.lag2,CHAM820102.lag3,CHOC760101.lag1,CHOC760101.lag2,CHOC760101.lag3,BIGC670101.lag1,BIGC670101.lag2,BIGC670101.lag3,CHAM810101.lag1,CHAM810101.lag2,CHAM810101.lag3,DAYM780201.lag1,DAYM780201.lag2,DAYM780201.lag3,length,label
-0.0675722216095649,-0.269245857513423,0.281261752827219,-0.0329338421496902,-0.251461719446156,0.0861297333887925,0.279853246550495,0.327101816584352,0.6593722842944,0.116366475268054,0.127880994569012,0.214974868769774,0.128872462869156,0.175025483859853,0.608647208150985,0.0951507059978058,0.195333930724752,0.68607715913112,-0.243983991663757,0.0337304266063879,0.435566828314983,0.0333677566583857,-0.00735026901910087,-0.0820446652672666,33,APD
-0.043573049274719,-0.0564112679262294,0.00642142168514968,0.166406424352156,0.142956841342273,0.315052237527833,-0.137387673381782,-0.0979916385626398,0.174041144643213,0.193008595326849,0.456892457554673,0.586635501080256,-0.167128746369933,-0.0530772941865671,0.228827831376328,-0.13125291100987,-0.0492263854315633,0.242015394516249,0.103577238903789,0.465870639360125,0.701376082316345,-0.0105602795532887,-0.130359687638416,0.18253789283591,34,APD
0.00874243577658395,-0.00794683701106838,0.0656237767516037,0.187213866177199,-0.254638303818957,-0.183765539687041,0.153087559725159,0.0186622146586172,0.194726766983219,-0.150052121528362,0.0854259422222784,-0.547393971711976,0.27068342341745,0.0514066380912245,0.272526654274516,0.2218924415513,0.0693335154968206,0.213029575408789,0.317260036727091,0.171839456840516,0.248153123919112,-0.0711143473911673,0.064160337515239,-0.216367849737773,54,APD
-0.0617320837809454,0.0707916766786926,0.132631638403413,-0.174712178765709,-0.065566049276993,0.00305521189149736,0.00363821079240735,-0.172037446742665,0.138226280332331,0.159838604036138,-0.0303071495269082,0.173428989587043,0.0456511251249189,-0.206535996592109,0.126398446594959,0.0777021635196283,-0.149435761768423,0.200362580870691,-0.0249238039074234,-0.0356430700892789,0.437339889877343,-0.297302784036565,0.0799264433826697,-0.0346188336301555,49,APD
-0.230331283161942,-0.115288910411817,-0.0110782184468949,-0.137947333183564,-0.0711399892344208,0.038615005039459,-0.108761778707441,0.222320008731707,-0.0401610784031159,0.0830352815789175,0.0510255191818241,0.0981379631682821,-0.118237058896627,0.253747544712085,-0.05067758720927,-0.218187008999322,0.291195531842652,-0.0853056078645983,-0.178447631375908,0.605192117211251,-0.0219208710650744,0.0798230149434723,-0.0249472817609341,0.138481006524668,34,APD
0.25577334152957,0.0415079469825992,-0.143067220935361,0.419241242532101,0.245762199970641,0.369652891618346,-0.132561582948402,-0.0434115686813601,-0.00953902027128197,0.80238812933026,0.360929810943463,0.682315649100874,-0.201618412277554,-0.0527326923739614,-0.0391123057307283,-0.0228148389764042,-0.0218476837191736,-0.0802553828929379,-0.19698989930968,0.0887643923301988,-0.167803166932899,0.04544388672333,-0.0466785102162653,-0.0976499059577226,18,APD
0.278031789474207,0.0512087216313929,-0.148500218327627,0.330067198517,0.169556348021826,0.47229902212653,-0.132561582948402,-0.0434115686813601,-0.00953902027128197,0.791653175124838,0.341746887557012,0.677210829335929,-0.210496976625861,-0.0483820944898165,-0.0436610496571213,-0.0228148389764042,-0.0218476837191736,-0.0802553828929379,-0.198310118910697,0.105683073875381,-0.170520843472137,0.0720876252748487,0.0119615036493539,-0.0710484590546984,18,APD
0.170397430456548,0.31183569582247,0.744550592636206,-0.176886367528878,-0.649809767316681,0.233304516378091,-0.0986694070892862,-0.262773228479177,0.258273820954897,-0.454045043674661,-0.444355519877282,0.267359639563719,-0.17815600437331,-0.372893621420447,0.30320747709355,-0.0206282885156969,-0.165743804639156,0.225098486775105,0.205080653262539,0.263879903125519,0.640568192878695,0.225137737067947,-0.000346640476052946,-0.144600432658668,12,APD
-0.152019873323712,-0.161218149549083,-0.0697834985700404,0.184676875325503,0.246679767573289,0.402418585304986,0.0918450853792021,-0.350328866062027,0.00153633812702161,0.902061215733583,0.476373662952728,0.995960178988259,0.0744684517040557,-0.402863893210419,-0.0237775250697816,0.0495802356602374,-0.428192220081214,0.0638199929350106,0.0264954377768497,-0.640014919664367,0.275880429866198,0.18950871507345,0.170721843563689,0.179776416892945,43,APD
-0.050956114951631,-0.0390691659466405,-0.0274212494804017,0.601819013854674,0.752774077227006,0.600619106671529,-0.216350095884144,0.0428093225157618,-0.134014015667769,1.05019068612851,1.64439637483235,1.04635851039918,-0.250707163804426,0.00598775356454915,-0.144178375571237,-0.223398497549393,0.164691938436866,-0.186120335505213,-0.162662819687099,0.794685249740828,-0.166478078638045,0.205412879162501,0.229836580929594,0.218527426660707,60,APD
-0.0592958934750731,-0.22642897104798,0.169921724324463,-0.0697552121988156,-0.158142168565207,0.218016298051114,0.170383398337569,0.323013709607227,0.386294683858853,0.182851852405011,0.241484494670723,0.136022952265944,0.18313288994567,0.277547222755537,0.368494880636015,0.155257965202985,0.306967303739003,0.285119492762193,-0.0361408993142827,0.118061070837624,-0.0935008485442051,-0.0390302197743416,0.153341641700299,0.0305190884488287,37,APD
-0.197752592361923,-0.834687969441581,0.609492419181979,-0.00222142024092017,-0.259727390614817,0.15328105502679,-0.0280533684075275,-0.104386715096318,0.0223363116003199,-0.0583378378809398,0.0782304911136315,-0.0994347498605289,-0.110467854394248,-0.0836097979693551,0.00534132809538549,-0.127927620140131,-0.0437673352830708,0.0139423642464412,-0.201797025441957,0.244398825972063,0.257639171184995,0.429490759463606,0.0521676409364892,-0.196275540662854,13,APD
-0.154821415067525,-0.780677948860796,0.615041162601552,-0.153479851239265,-0.404161875168212,0.311253700667955,-0.137015478975057,-0.130250249033226,-0.12681006743585,-0.0688197418859206,0.0874731589364632,-0.110466280425821,-0.199317688411042,-0.048961652083744,-0.101278472724767,-0.183359271702409,-0.0475527104419463,-0.0573881800162094,-0.125152439897172,0.228076110904938,0.356941239787243,0.223833458509062,-0.0855256592734206,-0.337146378569916,13,APD
-0.229352519583244,-0.614642516556087,0.602597701135592,-0.213711025747677,-0.667383352499327,0.495382752111238,0.0703837207106765,-0.0413621145412706,0.417109531152243,0.0895753428079538,0.034974508800533,0.0549594411637027,0.22347427547469,0.0281933511541702,0.456658369715333,-0.0262739179691094,-0.219721844996606,0.564398194287529,0.0702072800905384,-0.448697175639389,0.958735417188745,-0.0997682644224906,-0.136576347564851,0.0590533159716816,16,APD
-0.216916551067845,-0.572549993253155,0.586283645410519,-0.200712811855186,-0.642315368563808,0.458307846639425,0.258133818919342,0.0604498920675101,0.408046241482045,0.0885867824053431,0.0346282967707489,0.0550517022647781,0.414613414199893,0.122712705468831,0.457082495023156,0.0874141500353103,-0.149326910688874,0.539755943398228,-0.451342329911429,-0.673134507812367,1.11880116288134,-0.0999608424647423,-0.138227016498436,0.0615272031298376,16,APD
-0.264663806158379,-0.671532313852612,0.689862622186779,-0.153839723357229,-0.433166461025456,0.341239227362639,0.258133818919342,0.0604498920675101,0.408046241482045,0.104918640643393,0.0532726123103243,0.0551956738133462,0.386953375374756,0.0930769495847555,0.453795523887534,0.0874141500353103,-0.149326910688874,0.539755943398228,-0.499649793788659,-0.724238168578283,1.14903149741893,-0.0920523041962758,-0.0527223657387158,-0.0745217768731554,16,APD
-0.216095561804383,-0.557811481518026,0.52175924695614,-0.236294275484654,-0.503590565437596,0.24831082034845,0.202037213830544,-0.0689743581140229,0.296217490044783,0.0764291653125257,0.0172572095387909,0.0325996429276503,0.32685481925635,-0.0337365174540818,0.272057829485722,0.0203859580085033,-0.30688978629274,0.383654900985665,-0.436181359105459,-0.792689919050428,0.664245098250791,-0.0146230926749729,-0.0045916107502568,-0.165240848469227,16,APD
-0.231882108633535,-0.603574302694776,0.618748697832929,-0.225357425395349,-0.752280258094283,0.519859388733406,0.0240209413571081,-0.177248300781216,0.385498545229356,0.0891721536683556,0.0352965518080097,0.0550568625353361,0.193333103598792,-0.114373341603777,0.430786725938179,-0.0304308559157741,-0.272151872502237,0.561839005592951,-0.11319008277081,-0.315408882450948,0.907188821118248,-0.099819618567091,-0.13670014773487,0.059097757058355,16,APD
